delegator_address,validator_address,shares,validator_account_address,moniker,website,details
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper1jlr62guqwrwkdt4m3y00zh2rrsamhjf9num5xr,300000000000.000000000000000000,cosmos1jlr62guqwrwkdt4m3y00zh2rrsamhjf9kg0p2s,StakeWithUs,https://stakewith.us,"Secured Staking Made Easy. Put Your Crypto to Work - Hassle Free. Disclaimer: Delegators should understand that delegation comes with slashing risk. By delegating to StakeWithUs Pte Ltd, you acknowledge that StakeWithUs Pte Ltd is not liable for any losses on your investment."
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper15r4tc0m6hc7z8drq3dzlrtcs6rq2q9l2nvwher,300000000000.000000000000000000,cosmos15r4tc0m6hc7z8drq3dzlrtcs6rq2q9l2kc6z4s,DragonStake,https://dragonstake.io,Forking the Banks
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper15jlcxs57cku65nrve3hfjlmcr8kaavxcn30mz2,33000000000.000000000000000000,cosmos15jlcxs57cku65nrve3hfjlmcr8kaavxck9mwwe,Certify Network,http://certify.live,
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper15urq2dtp9qce4fyc85m6upwm9xul3049e02707,300000000000.000000000000000000,cosmos15urq2dtp9qce4fyc85m6upwm9xul3049um7trd,Chorus One,https://chorus.one/,"Secure Cosmos and shape its future by delegating to Chorus One, a highly secure and stable validator. By delegating, you agree to the terms of service at: https://chorus.one/cosmos/tos"
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper14kn0kk33szpwus9nh8n87fjel8djx0y070ymmj,300000000000.000000000000000000,cosmos14kn0kk33szpwus9nh8n87fjel8djx0y0mmswhp,Forbole,https://forbole.com,"As a prominent validator and contributor in Cosmos since 2017, Forbole is devoted to build a stronger Cosmos ecosystem. We are award winners in Game of Stakes and HackAtom. Please join our [community](https://t.me/forbole) or visit [our website](https://www.forbole.com/)."
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper1kgddca7qj96z0qcxr2c45z73cfl0c75p7f3s2e,300000000000.000000000000000000,cosmos1kgddca7qj96z0qcxr2c45z73cfl0c75pma99x2,ChainLayer,https://www.chainlayer.io,Secure and reliable validator. TG: https://t.me/chainlayer
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper1hvsdf03tl6w5pnfvfv5g8uphjd4wfw2h4gvnl7,100010000672.262540858330051239,cosmos1hvsdf03tl6w5pnfvfv5g8uphjd4wfw2hsucxnd,Bi23 Labs,https://bi23.com,"Bi23 Labs is a trusted POS infrastructure provider and validator to comfortably stake your coins and earn rewards with Celo,Cosmos,IRISnet,Terra,KAVA,Solana,Dune."
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,300000000000.000000000000000000,cosmos1hjct6q7npsspsg3dgvzk3sdf89spmlpfg8wwf7,Figment,https://figment.io,"Makers of Hubble and Canada’s largest Cosmos validator, Figment is the easiest and most secure way to stake your Atoms."
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper1clpqr4nrk4khgkxj78fcwwh6dl3uw4epsluffn,300000000000.000000000000000000,cosmos1clpqr4nrk4khgkxj78fcwwh6dl3uw4ep4tgu9q,Cosmostation,https://www.cosmostation.io,CØSMOSTATION Validator. Delegate your atoms and Start Earning Staking Rewards
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper1ey69r37gfxvxg62sh4r0ktpuc46pzjrm873ae8,1917141110.942772815323656900,cosmos1ey69r37gfxvxg62sh4r0ktpuc46pzjrmz29g45,Sikka,sikka.tech,Sunny Aggarwal (@sunnya97) and Dev Ojha (@ValarDragon)
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper1e0plfg475phrsvrlzw8gwppeva0zk5yg9fgg8c,100000000000.000000000000000000,cosmos1e0plfg475phrsvrlzw8gwppeva0zk5ygqauatt,Easy 2 Stake,www.easy2stake.com,"Easy.Stake.Trust. as easy and as simple as you would click next. Complete transparency and trust with a secure and stable validator. GoS winner, Never Jailed Crew"
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper1ehkfl7palwrh6w2hhr2yfrgrq8jetgucudztfe,300000000000.000000000000000000,cosmos1ehkfl7palwrh6w2hhr2yfrgrq8jetguceek792,KalpaTech,http://kalpatech.co,KalpaTech | Genesis Validator Cosmos Hub | Game of Stakes winner | Services dedicated exclusively for Cosmos Ecosystem | Track record of 4 years in being a reliable and secure validator
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper1uutuwrwt3z2a5z8z3uasml3rftlpmu25aga5c6,100000000000.000000000000000000,cosmos1uutuwrwt3z2a5z8z3uasml3rftlpmu25cufp5f,Delega Networks♾ ,https://delega.io,"Validador con énfasis en la comunidad de habla hispana, validando bloques en Cosmos desde el 2018. Mantenemos nuestra infraestructura segura y fiable el 99% del tiempo. Nodos manejados por Wimel.|N0∞D0|"
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper1ul2me6vukg2vac2p6ltxmqlaa7jywdgt8q76ag,33000000000.000000000000000000,cosmos1ul2me6vukg2vac2p6ltxmqlaa7jywdgtz5203m,HyperblocksPro,https://hyperblocks.pro/,"Secure the network and earn rewards with Hyperblocks.pro, one of the first companies in the world fully focused on Proof Of Stake protocols"
cosmos1z8mzakma7vnaajysmtkwt4wgjqr2m84tzvyfkz,cosmosvaloper17mggn4znyeyg25wd7498qxl7r2jhgue8u4qjcq,100000000000.000000000000000000,cosmos17mggn4znyeyg25wd7498qxl7r2jhgue8ep585n,01node,https://01node.com,"01node Professional Staking Services for Cosmos, Iris, Terra, Solana, Kava, Polkadot, Skale"
